,Unnamed: 0,Unnamed: 0.1,title,abstract,affiliation_code,affiliation_name,affiliation_city,affiliation_country,category,average_length,polarity,subjectivity,passive_active,verb_ratio,noun_ratio,prof_ratio
616,635,635,Real-Time Decision Making for Underwater Big Data Applications Using the Apriori Algorithm,"Underwater acoustic sensor networks (UWASNs) have been introduced as a new technology to extract the data for underwater real-time applications such as seismic monitoring, undersea monitoring and control, oil well inspection, military applications, and disaster prevention. This new technology adds more networking capabilities and enables real-time reporting. However, it is restricted to data sensing, forwarding and data transmission. Specifically, transmitting large volumes of data takes a long time and requires a lot of power to be executed. This has inspired our research activities to focus on building an underwater real-time computing system with the minimum execution time and low power consumption. In our research, valuable information is extracted underwater using data mining or compression algorithms. In our previous study, we proposed a set of real-time underwater embedded system (RTUWES) architectures that can handle multiple network configurations. In this study, we extend our research results to develop information extraction algorithms for big data underwater applications to meet real-time constraints. The system performance is assessed in terms of the end-to-end delay and power consumption. We have built a simulator for practical study. The simulation results are presented to demonstrate the performance of our proposed system based on an information extraction algorithm.",60022659,University of Connecticut,Storrs,United States,"['1712', '1711', '1706', '1705']",18.09090909090909,0.060940574576938224,0.30948445493900034,1,0.1134453781512605,0.008403361344537815,0.33482142857142855
617,636,636,An Efficient Outsourced Privacy Preserving Machine Learning Scheme with Public Verifiability,"Cloud computing has been widely applied in numerous applications for storage and data analytics tasks. However, cloud servers engaged through a third party cannot be fully trusted by multiple data users. Thus, security and privacy concerns become the main obstructions to use machine learning services, especially with multiple data providers. Additionally, some recent outsourcing machine learning schemes have been proposed in order to preserve the privacy of data providers. Yet, these schemes cannot satisfy the property of public verifiability. In this paper, we present an efficient privacy-preserving machine learning scheme for multiple data providers. The proposed scheme allows all participants in the system model to publicly verify the correctness of the encrypted data. Furthermore, a unidirectional proxy re-encryption (UPRE) scheme is employed to reduce the high computational costs along with multiple data providers. The cloud server embeds noise in the encrypted data, allowing the analytics to apply machine learning techniques and preserve the privacy of data providers' information. The results and experiments tests demonstrate that the proposed scheme has the ability to reduce computational costs and communication overheads.",60025345,Guangzhou University,Guangzhou,China,['1700'],17.8,0.01619047619047619,0.2254761904761905,1,0.12682926829268293,0.004878048780487805,0.3283582089552239
618,637,637,"Business process maturity level of MSMEs in East Java, Indonesia","The purpose of this research is to evaluate the degree of Micro, Small and Medium Enterprises (MSMEs)'s in East Java using business process maturity model. McCormack model is fine to use for assessing the MSME's business process that brings out the business process maturity level of MSMEs. On the ninth element of information systems support on BPOM model, we try to adjust the questionnaire items based on the condition of MSMEs in Indonesia which still lagging in the implementation of IT, so it is directing to the concept of IT readiness model by combining the state of IT infrastructure and application of MSMEs. This research also assessing the IT readiness of MSMEs and analyze the result by comparing with the level of maturity. The findings result from this research shows that the maturity of MSMEs in East Java are varying. Yet, the IT readiness of these MSMEs presents high score that indicates there seems to be a strong connection between IT usage, leadership and the maturity level of business process within the organization and explained how business process maturity is relevant to MSMEs.",60070707,Institut Teknologi Sepuluh Nopember,Surabaya,Indonesia,['1700'],30.5,0.23200000000000004,0.6146666666666667,1,0.10606060606060606,0.09595959595959595,0.2878787878787879
619,638,638,Privacy preservation quality of service model for data exposure,"Mobile applications and smartphones are closely related to each other. Mobile application plays a crucial role among smartphone users. It has gained enormous support from the smartphone users ranging from young to elder generations. It is very common to download and install desired mobile applications from application store to aid in completing particular tasks with ease. However, this behavior exposes user towards privacy risk as it has become a concern in smartphone usage. In this research, we propose a mathematical model named Privacy Risk Model (PRiMo) that measures the risk score of a user in smartphone usage. We are approaching the privacy issues in mobile applications from the individual's perspective. We conduct studies on different categories of mobile applications to determine the risk posed by the mobile applications. There is no standardization for residual risk. Therefore, by using the proposed model, we are exploring and creating a standardization for residual risk that becomes a benchmark for user to accept and live with that risk.",60000906,Universiti Sains Malaysia,Gelugor,Malaysia,['1700'],16.4,-0.009330808080808084,0.4631944444444444,1,0.143646408839779,0.022099447513812154,0.3425414364640884
620,639,639,Centralized QoS Routing Using Network Calculus for SDN-Based Streaming Media Networks,"Streaming media transmission requires strict quality of service (QoS) parameters such as maximum delay and delay jitter. An effective streaming media routing algorithm is a key factor in ensuring QoS. The existing solution only considers a single parameter indicator in the performance parameters such as bandwidth, delay, and utilization of the link, and fails to comprehensively measure the data flow in the network. It is not possible to comprehensively measure the relationship between the business attributes and the QoS parameters. Firstly, the deterministic upper bounds of QoS parameters in streaming media networks are solved by using network calculus theory, and the QoS parameters are normalized, and a multi-constrained QoS resource allocation model is established; the separation of control and forwarding planes is defined by using software-defined networking (SDN) to deploy the multi-constrained QoS resource allocation model in the control plane; the QoS routing system of streaming media network based on the SDN is designed and implemented, including flow table scheduling model, routing function, measurement and forwarding modules. In the routing function module of the SDN controller, a multi-constrained QoS routing algorithm based on network calculus is implemented. Experimental results show that the proposed multi-constrained QoS resource allocation model based on network calculus and the multi-constrained centralized QoS routing algorithm based on the SDN have good performance.",60014070,Hunan Normal University,Changsha,China,['1700'],30.857142857142854,0.08988095238095238,0.5539682539682539,1,0.136,0.06,0.3263598326359833
621,640,640,Study on Pricing Method of Power Quality Differentiated Market Service in Distribution Grid,"With the development of society and economy and the application of the high-tech equipment, the structure of power load in modern power system has greatly changed. In the power market environment, the relationship between power quality and customer demand has caught more and more attention among power suppliers and customers. In this circumstance, quality factors are inevitably taken into account when we price for power transactions. The prices of electricity market service also vary with the quality of such a service. This paper analyzes the power market environment and technical support required by the quality pricing of the power transaction in the power market environment on this basis, and proposes a power quality differentiated market service pricing method for the distribution grid, which involves power quality governance, loss and user response. The primary system diagram and RBTS-bus3 in the practical application of distribution grid are used for case analysis. The results show that this method is feasible and effective, and provides a new approach for the quality pricing of power market services.",60030270,Guangxi University,Nanning,China,['1700'],24.57142857142857,0.3136363636363636,0.5404545454545454,1,0.06842105263157895,0.005263157894736842,0.20967741935483872
622,641,641,A Quantitative and Comparative Analysis on Variations of a Method for Segmentation of Similar Images,"Segmenting images is one of the most famous image processing and computer vision's challenge. In this work we present an approach to a method of segmentation of similar images based on hierarchical segmentation and texture information. An empirical study was conducted, it was made of three experiments. First experiment evaluated the P param-eter's variation of the LBP texture extractor and the use of external edges of analyzed region; the second one evaluated the variation of eight gradients, being 7 colored gradients; and the last one compares results between Kullback-Leibler measure and Euclidean distance. The obtained results show the best configurations.",60029498,Universidade Estadual de Maringa,Maringa,Brazil,['1700'],20.0,0.235,0.28,1,0.08695652173913043,0.034782608695652174,0.3153153153153153
623,642,642,Fault diagnosis in wireless sensor network using BPNN - RIL approach,". All rights reserved.Recently, thanks to its positive impact on surveillance in the context of the network Wireless Sensor Network (WSN). Several reports have been published for decades, but there has not been much attention paid to research on diagnosis of network loss under sensitive conditions. This might also serve to increase WSN's average lifetime and network scalability. Due to the ad-hoc properties of sensor nodes, however, the network scalability is reduced and the network administrator is therefore poorly observing the network conditions. In this paper, we consider improving the lifetime and scalability of sensor nodes using backpropogation neural network (BPNN) with Reinforcement Learning (RIL) machine learning approach. This method effectively predicts the faulty sensor nodes and eliminates it from communicating with other sensor nodes.",60109512,Arba Minch University,Arba Minch,Ethiopia,['1700'],17.857142857142858,0.05272727272727271,0.4395454545454546,1,0.09523809523809523,0.061224489795918366,0.3916083916083916
624,643,643,Fractional contrast stretching for image enhancement of aerial and satellite images," Frequently, illumination of the same region can be totally different. This is usually due to shadowing self-obstruction or light reflection. Existing image enhancement methods fail to improve hidden details and local contrast at the same visualization level. They are not developed to enhance through local dark or light regions simultaneously. Also, the current aerial and satellite image enhancement methods have several limitations. For instance, these include intensity saturation, non-uniform brightness, halo effect, blur edges, and so on. This article introduces a fractional contrast stretching concept for aerial and satellite image enhancement based on a novel automated non-uniform luminance normalization that is not provided by the user as input parameters. The introduced approach contains several new techniques: (i) no reference non-linearly fractional contrast stretching with automatic non-uniform luminance normalization and (ii) non-linearly local contrast stretching for spatial details and edge sharpening. The proposed algorithm was tested on the orthorectified aerial photograph database with a pixel resolution of 1 meter or finer from across the United States during 2000–2016. The simulation results illustrate the efficiency of the proposed algorithm and its advantages for cutting-edge aerial and satellite image enhancement, resulting in visualization quality.",60010187,College of Staten Island,New York,United States,['1706'],19.2,-0.03712121212121212,0.3217304625199362,0,0.10043668122270742,0.021834061135371178,0.308411214953271
625,644,644,A data-sharing aware and scalable cache miss rates model for multi-core processors with multi-level cache hierarchies,"To mitigate the ever worsening 'Power wall' and 'Memory wall' problems, multi-core architectures with multi-level cache hierarchies have been widely used in modern processors. However, data sharing caused by the concurrent threads running on different cores and the 'filter effects' of multi-level caches make the analytical cache modeling of such systems extremely complex. Prior models either ignore the data sharing or evaluate its effect with large simulation costs. In this paper, we propose a data-sharing aware and scalable analytical model for estimating the miss rates of the downstream shared cache in a multi-core environment. Our model uses probability derivations to quantify the data sharing effects based on the information of access address distributions for each core. Moreover, the proposed model can also be scalably integrated with upstream cache models without the time-consuming simulations of the cache architecture. We validate our analytical model against gem5 simulation results under 13 benchmarks from PARSEC benchmark suites. We compare the L2 cache miss rates with the results from gem5 under 8 hardware configurations including dual-core and quad-core architectures. The average absolute error is less than 2% for all configurations.",60005244,"Southeast University, Nanjing",Nanjing,China,['1708'],20.555555555555557,0.01341991341991342,0.3859307359307359,1,0.09954751131221719,0.027149321266968326,0.3811881188118812
626,645,645,"Signal reconstruction by means of Embedding, Clustering and AutoEncoder Ensembles","We study the denoising and reconstruction of corrupted signals by means of AutoEncoder ensembles. In order to guarantee experts' diversity in the ensemble, we apply, prior to learning, a dimensional reduction pass (to map the examples into a suitable Euclidean space) and a partitional clustering pass: each cluster is then used to train a distinct AutoEncoder. We study the approach with an audio file benchmark: the original signals are artificially corrupted by Doppler effect and reverb. The results support the comparative effectiveness of the approach, w.r.t. the approach based on a single AutoEncoder. The processing pipeline using Local Linear Embedding, k means, then k Convolutional Denoising AutoEncoders reduces the reconstruction error by 35% w.r.t. the baseline approach.",60104134,Khalifa University of Science and Technology,Abu Dhabi,United Arab Emirates,"['1712', '1711', '1706', '1705']",16.714285714285715,0.07908163265306124,0.4306122448979592,1,0.09558823529411764,0.10294117647058823,0.35294117647058826
627,646,646,Probability measures and logical connectives on quantum logics," All rights reserved.The present paper is devoted to modelling of a probability measure of logical connectives on a quantum logic via a G‐map, which is a special map on it. We follow the work in which the probability of logical conjunction (AND), disjunction (OR), symmetric difference (XOR) and their negations for non‐compatible propositions are studied. Now we study all remaining cases of G‐maps on quantum logic, namely a probability measure of projections, of implications, and of their negations. We show that unlike classical (Boolean) logic, probability measures of projections on a quantum logic are not necessarilly pure projections. We indicate how it is possible to define a probability measure of implication using a G‐map in the quantum logic, and then we study some properties of this measure which are different from a measure of implication in a Boolean algebra. Finally, we compare the properties of a G‐map with the properties of a probability measure related to logical connectives on a Boolean algebra.",60006861,Slovak University of Technology in Bratislava,Bratislava,Slovakia,"['1711', '1702']",27.16666666666667,0.12012987012987013,0.43831168831168826,0,0.06914893617021277,0.010638297872340425,0.32432432432432434
628,647,647,Persuasive system design: Social support elements to influence the Malaysian wellness in social media,"Obesity is a significant problem in Southeast Asia, especially in Malaysia, where the report by The National Health and Morbidity Survey of 2015 emphasized that the country has the highest proportion of obese and overweight population in the region and it is increasing by the year. Recently, it was observed that the social media could be leveraged for influencing healthier lifestyle. It is believed that, to motivate people to engage with social media or any wellness system, social support is important. However, research indicated that the understanding of social support from the perspectives of system design is still lacking. This study aims to fill these gaps and have better understanding of social support through the Persuasive System Design (PSD). The objectives of this research are (i) to identify the social support elements within the persuasive design elements (ii) to qualitatively verify the social support elements for Malaysian wellness in social media. Qualitative data collection was conducted through social media content observations and focus group interviews with selected respondents. Five PSD elements in social support were identified. They are: social learning, social facilitation, social comparison, recognition and normative influence. The relevancy and significance of these elements towards the health and wellness motivation among Malaysian were also identified.",60090601,"Universiti Teknologi Malaysia, Kuala Lumpur",Kuala Lumpur,Malaysia,['1700'],20.6,0.09490740740740744,0.24953703703703697,1,0.08620689655172414,0.05603448275862069,0.3146551724137931
629,648,648,A Reinforcement One-Shot Active Learning Approach for Aircraft Type Recognition,"Target recognition is an important aspect of air traffic management, but the study on automatic aircraft identification is still in the exploratory stage. Rapid aircraft processing and accurate aircraft type recognition remain challenging tasks due to the high-speed movement of the aircraft against complex backgrounds. Active learning, as a promising research topic of machine learning in recent decades, can use less labeled data to obtain the same model accuracy as supervised learning, which greatly reduces the cost of labeling a dataset. Instead of manually developing policies of accessing the labels of desired instances, an improved active learning approach, which can not only learn to classify samples using small supervision but additionally capture a relatively optimal label query strategy, was developed by employing the reinforcement learning in the process of decision-making. The proposed model was first tested with the Amsterdam Library of Object Images (ALOI) dataset and then used to perform aircraft type recognition on one-month real-world flight track data. Our method offers a satisfactory solution for learning new concepts rapidly from a small amount of data, which well meets the needs of aircraft type recognition task in practical application.",60024350,National University of Defense Technology,Changsha,China,['1700'],31.5,0.07640151515151516,0.4593939393939394,1,0.1267605633802817,0.018779342723004695,0.2731707317073171
630,649,649,Detection of Infrared Small Targets Using Feature Fusion Convolutional Network,"This paper proposes the feature extraction backbone network MNET that is specifically designed for the detection of infrared small targets. The overall network uses three down-sampling operations to adjust the size of the feature map, while preserving sufficient physical characteristics of the small infrared target to be used in the detection. In a next step, the dense connection is used to save the output of each layer of the network in the front channel of the feature map, to better integrate the location information of the shallow network and the semantic information of the deep network. In this way accurate network positioning and classification effects are achieved. As a last step, we introduce a feature attention mechanism to obtain the importance of each feature channel, and to enhance useful features according to their degree of importance. In this way we achieve an adaptive calibration of the feature channels. In order to train the proposed detection network MNET from scratch, the single-phase detection algorithm YOLO is adopted for the detection part. To verify the effectiveness of the proposed method, we captured images and created an infrared small target dataset. The experimental results show that MNET can accurately detect targets of 2 ×2 pixels size in infrared images of 640 × 512 pixels at a processing speed of up to 105 frames per second. MNET meets real-time requirements while providing high quality detection accuracy.",60003977,Northwestern Polytechnical University,Xi'an,China,['1700'],23.2,0.048541666666666684,0.3135119047619048,1,0.11372549019607843,0.0196078431372549,0.24899598393574296
631,650,650,Joint heterogeneous server placement and application configuration in edge computing,"The rapid development of the Internet of Things (IoT) has brought profound changes in the cloud computing paradigm. One promising computing model in IoT-related applications is edge computing, which can decrease the request response time by deploying edge servers close to IoT devices. Two fundamental problems in edge computing include how to place a limited number of edge servers on the candidate locations (e.g., the Access Points) and how to configure the applications on each server. In this paper, we jointly study the edge server placement and the application configuration to minimize the weighted sum of the service cost and edge server opening cost. We propose a local-search based algorithm, named SPAC, to solve the problem efficiently with its approximation ratio analyzed. Extensive simulations on Google data traces demonstrate SPAC reduces the total cost by up to 60% compared with state-of-The-Art methods, and outperforms the baselines consistently in different parameter settings.",60019118,University of Science and Technology of China,Hefei,China,['1708'],25.16666666666667,0.03531746031746032,0.5543650793650794,1,0.11797752808988764,0.03932584269662921,0.35714285714285715
632,651,651,Simultaneous multiple representation editing environment for primary school education,"Modern approaches to introductory Computer Science education utilize block-based programming languages heavily, which poses a problem, as students latter have to switch to textual programming languages for real-world programming. We present the Poliglot environment that aims to smooth this transition by presenting the program simultaneously in both notations, and allows editing in either one. The environment features an educational programming language, Limpid, which we developed for this project. We evaluated it using a preliminary user study on primary school students. The responses were encouraging and we also noted a spontaneous shift from block to text-based programming.",60078305,"Univerza v Mariboru Fakultete za Elektrotehniko, računalništvo in Informatiko",Maribor,Slovenia,"['1703', '1709', '1712']",19.2,0.19444444444444445,0.3611111111111111,1,0.13392857142857142,0.03571428571428571,0.37735849056603776
633,652,652,Semantics and Deviation Aware Content Request,"When a content is published in the Internet, it is usually associated with many semantics information, which can be used to identify and discover the content. The current Internet protocols do not support the semantics aware content request very efficiently. By taking advantage of the recently developed Big IP Protocol (BPP), which brings the intelligence into the network while still maintaining the traditional communication paradigm, we propose in this paper a novel semantics and deviation aware content request scheme. It considers the possibility that a consumer may be able to accept the semantics information of the received content having certain deviation from his/her requirements. The paper proposes the structures of BPP enabled content request and content messages, as well as the detailed procedures taken by the network nodes to process those messages. The performance analysis shows that the latency experienced by the consumer is reduced tremendously compared to the traditional approach, with the extra overhead to be reasonable small in different settings and scenarios.",60121281,"Futurewei Technologies, Inc.",Santa Clara,United States,"['1712', '1711', '1706', '1705']",27.33333333333333,0.17092731829573934,0.4945488721804512,1,0.1388888888888889,0.027777777777777776,0.24719101123595505
634,653,653,Neural style-preserving visual dubbing,"Dubbing is a technique for translating video content from one language to another. However, state-of-the-art visual dubbing techniques directly copy facial expressions from source to target actors without considering identity-specific idiosyncrasies such as a unique type of smile. We present a style-preserving visual dubbing approach from single video inputs, which maintains the signature style of target actors when modifying facial expressions, including mouth motions, to match foreign languages. At the heart of our approach is the concept of motion style, in particular for facial expressions, i.e., the person-specific expression change that is yet another essential factor beyond visual accuracy in face editing applications. Our method is based on a recurrent generative adversarial network that captures the spatiotemporal co-activation of facial expressions, and enables generating and modifying the facial expressions of the target actor while preserving their style. We train our model with unsynchronized source and target videos in an unsupervised manner using cycle-consistency and mouth expression losses, and synthesize photorealistic video frames using a layered neural face renderer. Our approach generates temporally coherent results, and handles dynamic backgrounds. Our results show that our dubbing approach maintains the idiosyncratic style of the target actor better than previous approaches, even for widely differing source and target actors.",60030480,University of Bath,Bath,United Kingdom,['1704'],25.625,0.0672077922077922,0.2229978354978355,1,0.1125,0.0,0.32142857142857145
635,654,654,MHealth medical record to contribute to noncommunicable diseases in Indonesia,"NonCommunicable Diseases (NCDs) have been the public concern worldwide, both in developed and developing countries. The issues are not only about the number of mortality but also the economic implications caused by the diseases. This paper aims to exploit the mobile technology potential by developing an mHealth medical record to assist the prevention and controlling of diseases in Indonesia, particularly in the West Papua Province. Design Science Research (DSR) methodology in Information System (IS) is employed to guide these research activities. This solution enables the medical data to be deposited by a person directly and personally utilising the developed mHealth application installed in the smart phone. By the time that person needs a further health examination for the NCD symptoms, the deposited data allows a General Practitioner (GP) making decision relatively easier at the first place. Some issues have been identified: data integrity and reliability as well as the manual assessment by the GP. Therefore, further evaluations are sought.",60011664,University of Wollongong,Wollongong,Australia,['1700'],19.875,0.06946778711484594,0.3750700280112045,1,0.10555555555555556,0.09444444444444444,0.39444444444444443
636,655,655,The gram–schmidt walk: A cure for the Banaszczyk blues,"A classic result of Banaszczyk (Random Str. & Algor. 1997) states that given any n vectors in Rm with ℓ2-norm at most 1 and any convex body K in Rm of Gaussian measure at least half, there exists a ±1 combination of these vectors that lies in 5K. Banaszczyk’s proof of this result was non-constructive and it was open how to find such a ±1 combination in polynomial time. In this paper, we give an efficient randomized algorithm to find a ±1 combination of the vectors which lies in cK for some fixed constant c > 0. This leads to new efficient algorithms for several problems in discrepancy theory.",60030612,"University of California, San Diego",San Diego,United States,['1703'],18.166666666666668,0.011363636363636362,0.3601010101010101,1,0.0743801652892562,0.09917355371900827,0.35537190082644626
637,656,656,Design and modeling an Adaptive Neuro-Diffuse System (ANFIS) for the prediction of a security index in VANET,"Vehicular Ad hoc NETworks (VANET) are networks that allows communication between vehicles using their own connection infrastructure. There are several advantages and applications in using this technology; one of most significant is road safety. As in most other networks, it is very important to guarantee the transport and the security of information. The security in VANET is a big challenge because there are different types of attacks that endanger communications. This paper proposes an adaptive neuro-fuzzy inference system (ANFIS) applied to obtain a prediction model of security index in VANET. The research process starts with the network simulation to obtain the database that is prepared and analyzed statistically. Finally, using MATLAB toolbox, we show the proposed model of security level that allows estimating the network vulnerability in the event of an attack.",60021501,Université du Québec à Trois-Rivières,Trois-Rivieres,Canada,"['1712', '1711', '1706', '1705']",18.857142857142858,0.237,0.595,1,0.10738255033557047,0.04697986577181208,0.3197278911564626
638,657,657,Comic-guided speech synthesis,"We introduce a novel approach for synthesizing realistic speeches for comics. Using a comic page as input, our approach synthesizes speeches for each comic character following the reading flow. It adopts a cascading strategy to synthesize speeches in two stages: Comic Visual Analysis and Comic Speech Synthesis. In the first stage, the input comic page is analyzed to identify the gender and age of the characters, as well as texts each character speaks and corresponding emotion. Guided by this analysis, in the second stage, our approach synthesizes realistic speeches for each character, which are consistent with the visual observations. Our experiments show that the proposed approach can synthesize realistic and lively speeches for different types of comics. Perceptual studies performed on the synthesis results of multiple sample comics validate the efficacy of our approach.",60018319,"George Mason University, Fairfax Campus",Fairfax,United States,['1704'],19.142857142857142,0.14037433155080212,0.3107843137254902,1,0.13513513513513514,0.02702702702702703,0.35135135135135137
639,658,658,Wi-Fi Secure Access Control System Based on Geo-fence,"With the rapid spread and development of the wireless network, secure access control has caught significant attention. The existing Wi-Fi network system access control methods, mainly based on the static password, the MAC address or the username/password, are prone to spoofing attacks, such as malicious users forge the authentication information to access the network and realize the penetration attack of Intranet. In this paper, we propose a new secure access control model based on Geo-fence to solve the above problems, further strengthening the security of the wireless network system. Our novel solution facilitates 1) providing convenient wireless network service in the trusted zone without authentication 2) isolating cyber-attacks outside the security zone 3) monitoring the access smart mobile device real time without affecting users' using the wireless network. Furthermore, we present the consideration of the smart mobile device heterogeneity in our model. Through using three different smart mobile devices to experiment, the analytical and experimental results demonstrate that the difference among the devices have a great impact on the device localization and the final access control effect.",60027363,University of Chinese Academy of Sciences,Beijing,China,"['1712', '1711', '1706', '1705']",29.5,0.1958361813624972,0.5206026429710641,1,0.10784313725490197,0.029411764705882353,0.25
640,659,659,Energy Efficient Communication among Wearable Devices using Optimized Motion Detection,"When a person is performing daily activities (e.g. walking) in the context of a WBAN application, the channel quality between the worn sensor devices and the hub can vary due to the switching of Line-Of-Sight (LOS) and None-Line-Of-Sight (NLOS) statuses among the sender and the receiver. Therefore, motion aware wireless MAC protocols are designed in order to enhance communication reliability and to avoid wasting energy on unnecessary wireless re-transmissions during most of the NLOS communications. Despite its importance, the prerequisite step of accurate and energy efficient motion detection remains as an assumption in most of the existing motion aware WBAN protocols. Hence in this paper, we propose an optimized real-time gesture detection method and implement it in a motion aware WBAN communication protocol. Wireless communications only take place when the channel condition is good, while data is buffered otherwise. It is lightweight and tailored to perform fast with accurate detection that suits embedded devices with limited memory size and relatively low MCU processing speeds. Experiments are conducted using both simulation and real-life hardware devices with 6 volunteers. The proposed motion detection method showed 99.28% off-line accuracy and 92.5% online accuracy, respectively. Thanks to which, the communication results yielded a promising 82% improvement in packet drop reduction and 32.8% improvement in energy efficiency compared to conventional methods.",60018735,Toshiba Corporation,Tokyo,Japan,"['1712', '1711', '1706', '1705']",21.6,0.17281746031746034,0.4439814814814815,1,0.09615384615384616,0.03461538461538462,0.34156378600823045
641,660,660,Optimizing the aggregated throughput of gpus in public clouds based on adaptive kernel reordering,"GPGPUs have been widely used in public Clouds for the high computational ability, while a single GPU is shared by multiple tenants. When multiple applications share a single GPU, their kernels time-shares the GPU and the frequent context switches result in heavy overhead, and degrade the aggregated throughput of the GPU in consequence. To improve the aggregated throughput of GPUs, we design a system that eliminates unnecessary context switches throughput adaptive kernel reordering. It is challenging to achieve the above purpose because emerging real-system GPUs encapsulate the kernel scheduling policy in the device driver and there is no open interface to schedule/reorder the kernels. To resolve the above challenge, the designed system reorders kernels of different applications before they are transmitted to GPU. By scheduling kernels in the same application as long as possible unless the interval between adjacent kernels of an application is too long, the expenses of context switching can be reduced. Specifically, we propose three kernel reordering methods and test them on a Nvidia P100 GPU. Our experimental results show the aggregated throughput is improved by up to 31.07% when multiple applications share a GPU.",60025084,Shanghai Jiao Tong University,Shanghai,China,['1708'],23.5,-0.0039455782312925155,0.3695351473922902,1,0.14761904761904762,0.04285714285714286,0.3333333333333333
642,661,661,Vcec: Velocity control of energy-constrained rf-based wireless charger in sensor networks with multi-depots deployment,"RF energy transfer, as the main far-field wireless energy transfer technology in wireless sensor networks, allows the relatively long charging distance from wireless charger to sensor nodes. Existing charging schemes based on a mobile RF energy charger neglect the energy consumption of the charger and its limited battery capacity. Motivated by this, we consider the practical charging scenario where energy-constrained mobile charger (MC) travels along a constrained long trajectory in the network area to wirelessly power the sensors, with multiple depots (for the energy provision of MC) deployed on the trajectory to achieve high energy efficiency. In this paper, we introduce VCEC, a Velocity-Control scheme of Energy-constrained mobile Charger to maximize the minimum charged energy in nodes after MC passes through the whole trajectory. Specifically, we first simplify the initial velocity-control problem to a tractable one by discretizing the trajectory into segments and propose a distributed algorithm to solve it. Then, we present a segment merging algorithm for the real-world applications. Our VCEC scheme achieves an approximation ratio of (1-Θ)(1+ ϵ)1. Simulations and test-bed experiments are conducted to show that VCEC promotes the bottleneck node's charged energy by at least 20% as compared to the baseline scheme where MC moves at a constant speed.",60026282,Zhejiang University of Technology,Hangzhou,China,['1708'],25.5,0.025436507936507938,0.2735714285714286,1,0.128099173553719,0.049586776859504134,0.33620689655172414
643,662,662,Performance Analysis of UAV-assisted Ferrying for the Internet of Things,"IoT sensor networks are applied in several areas, including research, security, and monitoring. All these applications are based on data collection. A practical solution is a use of unmanned aerial vehicles (UAVs) as aerial relays to ensure connectivity between IoT-devices and the destination node. Most applications have been based on using a single UAV to transmit information, while our work focuses on forming a network of multiple UAVs. In this paper, a novel deployment of UAVs moving along non-concentric rings is analyzed. First, they collect packets generated by IoT-devices and then transmit them throughout a UAV-to-UAV forwarding schema to the destination. We derive a closed formula for the end-to-end throughput of the proposed gathering network architecture.",60106035,ENSIAS-Mohammed V University in Rabat,Agdal Rabat,Morocco,"['1712', '1711', '1706', '1705']",16.57142857142857,0.09642857142857143,0.19126984126984128,1,0.12413793103448276,0.020689655172413793,0.3435114503816794
644,663,663,Research of efficiency of use of production capacity at the enterprises of textile industry on the basis of methods of multivariate statistical analysis: On the example of Namangan Region of the Republic of Uzbekistan,". All rights reserved.This article presents the results of the study of the efficiency of the use of production capacity in the textile industry of the Namangan region of the Republic of Uzbekistan based on the methods of multidimensional statistical analysis. The article is divided into several parts, and the introduction justifies the relevance and demand of the conducted study, shows the compliance of the study with the priority direction of development of science and technology of the republic, reveals the scientific and practical significance of the obtained results, the introduction into practice of the results of the study. According to the authors, the efficiency of managing the use of production capacities in the textile industry is interpreted as an effort to organize their maximum use by assessing the degree of equal employment of technologies in existing production volumes or accepted capacities. The research carried out by the authors allowed to reveal the essence of the process of organization of efficient use of production capacities as a combined interrelated types of mechanisms and methods, which determine the conditions of rational combination of types of activities with organizational and managerial character, production facilities, production space, technologies and use of labor resources, the implementation of which will contribute to fulfillment of consumer requirements to the assortment, quantity and quality of produced products. The authors propose an algorithm for carrying out a study of production capacities selected using a cluster analysis method as the main object of the study on the basis of systematized factors characterizing the state of production capacity use. This technique is universal and can be used in the study of the efficiency of industrial production capacity utilization at the meso level.",60071662,Tashkent State University of Economics,Tashkent,Uzbekistan,['1700'],40.285714285714285,0.04166666666666666,0.14583333333333331,1,0.09966777408637874,0.009966777408637873,0.22073578595317725
645,664,664,Ludic Applications for Language Teaching Support using Natural Language Processing,"This paper describes the development of a tool for English teaching support using a ludic (playful) format, which applies Natural Language Processing (NLP) techniques. The application allows teachers and students to automatically generate three types of games for learning or practicing English: crosswords, word-search and a variant of the battleship game. We describe the main characteristics of the tool, the way the games work and the linguistic resources that were created in order to build it. The use of NLP and Artificial Intelligence techniques for generating this type of exercises shows promising results.",60071612,Universidad de la Republica,Montevideo,Uruguay,['1700'],23.25,-0.05416666666666666,0.3416666666666667,1,0.11214953271028037,0.07476635514018691,0.4
